word,Reading,JLPT Level
白状,はくじょう,N1
漠然,ばくぜん,N1
爆弾,ばくだん,N1
爆破,ばくは,N1
暴露,ばくろ,N1
励ます,はげます,N1
励む,はげむ,N1
剥げる,はげる,N1
化ける,ばける,N1
派遣,はけん,N1
恥,はじ,N1
弾く,はじく,N1
パジャマ,パジャマ,N1
恥じらう,はじらう,N1
恥じる,はじる,N1
橋渡し,はしわたし,N1
弾む,はずむ,N1
破損,はそん,N1
叩く,はたく,N1
裸足,はだし,N1
果たす,はたす,N1
蜂蜜,はちみつ,N1
パチンコ,パチンコ,N1
罰,ばつ,N1
発育,はついく,N1
発芽,はつが,N1
発掘,はっくつ,N1
発言,はつげん,N1
バッジ,バッジ,N1
発生,はっせい,N1
仕立てる,したてる,N1
下取り,したどり,N1
下火,したび,N1
実,じつ,N1
実家,じっか,N1
失格,しっかく,N1
質疑,しつぎ,N1
失脚,しっきゃく,N1
実業家,じつぎょうか,N1
シック,シック,N1
じっくり,じっくり,N1
躾,しつけ,N1
躾ける,しつける,N1
実践,じっせん,N1
質素,しっそ,N1
実態,じったい,N1
失調,しっちょう,N1
嫉妬,しっと,N1
実費,じっぴ,N1
指摘,してき,N1
自転,じてん,N1
助動詞,じょどうし,N1
淑やか,しとやか,N1
萎びる,しなびる,N1
シナリオ,シナリオ,N1
しなやか,しなやか,N1
屎尿,しにょう,N1
地主,じぬし,N1
凌ぐ,しのぐ,N1
芝,しば,N1
始発,しはつ,N1
耳鼻科,じびか,N1
私物,しぶつ,N1
しぶとい,しぶとい,N1
司法,しほう,N1
始末,しまつ,N1
染みる,しみる,N1
使命,しめい,N1
地元,じもと,N1
視野,しや,N1
弱,じゃく,N1
社交,しゃこう,N1
ジャズ,ジャズ,N1
謝絶,しゃぜつ,N1
社宅,しゃたく,N1
若干,じゃっかん,N1
三味線,しゃみせん,N1
斜面,しゃめん,N1
砂利,じゃり,N1
洒落る,しゃれる,N1
ジャンパー,ジャンパー,N1
ジャンプ,ジャンプ,N1
ジャンボ,ジャンボ,N1
ジャンル,ジャンル,N1
主,しゅ,N1
種,しゅ,N1
私有,しゆう,N1
～宗,～しゅう,N1
収益,しゅうえき,N1
修学,しゅうがく,N1
周期,しゅうき,N1
衆議院,しゅうぎいん,N1
就業,しゅうぎょう,N1
従業員,じゅうぎょういん,N1
集計,しゅうけい,N1
襲撃,しゅうげき,N1
収支,しゅうし,N1
終始,しゅうし,N1
修士,しゅうし,N1
従事,じゅうじ,N1
終日,しゅうじつ,N1
充実,じゅうじつ,N1
収集,しゅうしゅう,N1
十字路,じゅうじろ,N1
執着,しゅうじゃく,N1
執着,しゅうちゃく,N1
柔軟,じゅうなん,N1
重複,じゅうふく,N1
収容,しゅうよう,N1
従来,じゅうらい,N1
守衛,しゅえい,N1
主演,しゅえん,N1
主観,しゅかん,N1
修行,しゅぎょう,N1
塾,じゅく,N1
祝賀,しゅくが,N1
宿命,しゅくめい,N1
手芸,しゅげい,N1
主権,しゅけん,N1
主催,しゅさい,N1
取材,しゅざい,N1
趣旨,しゅし,N1
種々,しゅじゅ,N1
主食,しゅしょく,N1
主人公,しゅじんこう,N1
主体,しゅたい,N1
主題,しゅだい,N1
出演,しゅつえん,N1
出血,しゅっけつ,N1
出現,しゅつげん,N1
出産,しゅっさん,N1
出社,しゅっしゃ,N1
出生,しゅっしょう,N1
出生,しゅっせい,N1
微量,びりょう,N1
昼飯,ひるめし,N1
比例,ひれい,N1
疲労,ひろう,N1
敏感,びんかん,N1
貧困,ひんこん,N1
品質,ひんしつ,N1
貧弱,ひんじゃく,N1
品種,ひんしゅ,N1
ヒント,ヒント,N1
頻繁,ひんぱん,N1
貧乏,びんぼう,N1
ファイト,ファイト,N1
ファイル,ファイル,N1
ファン,ファン,N1
不意,ふい,N1
フィルタ,フィルタ,N1
封,ふう,N1
封鎖,ふうさ,N1
風車,ふうしゃ,N1
風習,ふうしゅう,N1
風俗,ふうぞく,N1
ブーツ,ブーツ,N1
風土,ふうど,N1
ブーム,ブーム,N1
フォーム,フォーム,N1
部下,ぶか,N1
不可欠,ふかけつ,N1
ぶかぶか,ぶかぶか,N1
不吉,ふきつ,N1
不況,ふきょう,N1
布巾,ふきん,N1
複合,ふくごう,N1
福祉,ふくし,N1
覆面,ふくめん,N1
膨れる,ふくれる,N1
不景気,ふけいき,N1
耽る,ふける,N1
老ける,ふける,N1
富豪,ふごう,N1
布告,ふこく,N1
ブザー,ブザー,N1
負債,ふさい,N1
不在,ふざい,N1
ふさわしい,ふさわしい,N1
不順,ふじゅん,N1
負傷,ふしょう,N1
侮辱,ぶじょく,N1
不審,ふしん,N1
不振,ふしん,N1
武装,ぶそう,N1
札,ふだ,N1
負担,ふたん,N1
不調,ふちょう,N1
復活,ふっかつ,N1
物議,ぶつぎ,N1
復旧,ふっきゅう,N1
復興,ふっこう,N1
物資,ぶっし,N1
仏像,ぶつぞう,N1
物体,ぶったい,N1
沸騰,ふっとう,N1
不当,ふとう,N1
不動産,ふどうさん,N1
無難,ぶなん,N1
赴任,ふにん,N1
腐敗,ふはい,N1
不評,ふひょう,N1
不服,ふふく,N1
普遍,ふへん,N1
踏まえる,ふまえる,N1
踏み込む,ふみこむ,N1
不明,ふめい,N1
部門,ぶもん,N1
扶養,ふよう,N1
ふらふら,ふらふら,N1
ぶらぶら,ぶらぶら,N1
振り返る,ふりかえる,N1
振り出し,ふりだし,N1
不良,ふりょう,N1
浮力,ふりょく,N1
武力,ぶりょく,N1
ブル,ブル,N1
震わせる,ふるわせる,N1
無礼,ぶれい,N1
付録,ふろく,N1
フロント,フロント,N1
憤慨,ふんがい,N1
文化財,ぶんかざい,N1
分業,ぶんぎょう,N1
文語,ぶんご,N1
分散,ぶんさん,N1
分子,ぶんし,N1
紛失,ふんしつ,N1
噴出,ふんしゅつ,N1
文書,ぶんしょ,N1
紛争,ふんそう,N1
ふんだん,ふんだん,N1
分担,ぶんたん,N1
奮闘,ふんとう,N1
分配,ぶんぱい,N1
分母,ぶんぼ,N1
粉末,ふんまつ,N1
分離,ぶんり,N1
分裂,ぶんれつ,N1
ペア,ペア,N1
兵器,へいき,N1
閉口,へいこう,N1
閉鎖,へいさ,N1
兵士,へいし,N1
平常,へいじょう,N1
平方,へいほう,N1
並列,へいれつ,N1
ベース,ベース,N1
辟易,へきえき,N1
ぺこぺこ,ぺこぺこ,N1
ベスト,ベスト,N1
ベストセラー,ベストセラー,N1
隔たる,へだたる,N1
縁,へり,N1
へりくだる,へりくだる,N1
弁解,べんかい,N1
変革,へんかく,N1
返還,へんかん,N1
便宜,べんぎ,N1
偏見,へんけん,N1
弁護,べんご,N1
返済,へんさい,N1
弁償,べんしょう,N1
変遷,へんせん,N1
返答,へんとう,N1
変動,へんどう,N1
弁論,べんろん,N1
穂,ほ,N1
保育,ほいく,N1
ボイコット,ボイコット,N1
ポイント,ポイント,N1
法案,ほうあん,N1
防衛,ぼうえい,N1
防火,ぼうか,N1
崩壊,ほうかい,N1
妨害,ぼうがい,N1
法学,ほうがく,N1
封建,ほうけん,N1
豊作,ほうさく,N1
方策,ほうさく,N1
奉仕,ほうし,N1
方式,ほうしき,N1
放射,ほうしゃ,N1
放射能,ほうしゃのう,N1
報酬,ほうしゅう,N1
放出,ほうしゅつ,N1
報じる,ほうじる,N1
報ずる,ほうずる,N1
紡績,ぼうせき,N1
呆然,ぼうぜん,N1
放置,ほうち,N1
膨張,ぼうちょう,N1
法廷,ほうてい,N1
報道,ほうどう,N1
冒頭,ぼうとう,N1
暴動,ぼうどう,N1
褒美,ほうび,N1
暴風,ぼうふう,N1
葬る,ほうむる,N1
放り込む,ほうりこむ,N1
放り出す,ほうりだす,N1
暴力,ぼうりょく,N1
飽和,ほうわ,N1
ホース,ホース,N1
ポーズ,ポーズ,N1
ホール,ホール,N1
保温,ほおん,N1
捕獲,ほかく,N1
保管,ほかん,N1
補給,ほきゅう,N1
補強,ほきょう,N1
募金,ぼきん,N1
牧師,ぼくし,N1
捕鯨,ほげい,N1
惚ける,ぼける,N1
保険,ほけん,N1
母校,ぼこう,N1
母国,ぼこく,N1
誇る,ほこる,N1
綻びる,ほころびる,N1
干し～,ほし～,N1
ポジション,ポジション,N1
干し物,ほしもの,N1
保守,ほしゅ,N1
補充,ほじゅう,N1
補助,ほじょ,N1
舗装,ほそう,N1
補足,ほそく,N1
墓地,ぼち,N1
発作,ほっさ,N1
没収,ぼっしゅう,N1
発足,ほっそく,N1
ポット,ポット,N1
ほっぺた,ほっぺた,N1
ぼつぼつ,ぼつぼつ,N1
没落,ぼつらく,N1
解ける,ほどける,N1
施す,ほどこす,N1
ほとり,ほとり,N1
ぼやく,ぼやく,N1
ぼやける,ぼやける,N1
保養,ほよう,N1
捕虜,ほりょ,N1
ボルト,ボルト,N1
滅びる,ほろびる,N1
滅ぼす,ほろぼす,N1
本格,ほんかく,N1
本館,ほんかん,N1
本気,ほんき,N1
本国,ほんごく,N1
本質,ほんしつ,N1
本体,ほんたい,N1
本音,ほんね,N1
本能,ほんのう,N1
本場,ほんば,N1
ポンプ,ポンプ,N1
本文,ほんぶん,N1
本名,ほんみょう,N1
マーク,マーク,N1
マイ～,マイ～,N1
マイクロフォン,マイクロフォン,N1
埋蔵,まいぞう,N1
舞う,まう,N1
真上,まうえ,N1
前売,まえうり,N1
前置き,まえおき,N1
任す,まかす,N1
負かす,まかす,N1
賄う,まかなう,N1
紛らわしい,まぎらわしい,N1
紛れる,まぎれる,N1
真心,まごころ,N1
まごつく,まごつく,N1
誠,まこと,N1
誠に,まことに,N1
まさしく,まさしく,N1
勝る,まさる,N1
～増し,～まし,N1
交える,まじえる,N1
真下,ました,N1
まして,まして,N1
交わる,まじわる,N1
麻酔,ますい,N1
またがる ,またがる ,N1
待ち合わせ,まちあわせ,N1
待ち遠しい,まちどおしい,N1
待ち望む,まちのぞむ,N1
まちまち,まちまち,N1
末期,まっき,N1
真っ二つ,まっぷたつ,N1
まと,まと,N1
纏まり,まとまり,N1
纏め,まとめ,N1
免れる,まぬがれる,N1
招き,まねき,N1
瞬き,まばたき,N1
麻痺,まひ,N1
～まみれ,～まみれ,N1
眉,まゆ,N1
鞠,まり,N1
丸ごと,まるごと,N1
まるっきり,まるっきり,N1
丸々,まるまる,N1
丸める,まるめる,N1
満月,まんげつ,N1
満場,まんじょう,N1
真ん前,まんまえ,N1
真ん丸い,まんまるい,N1
真ん円い,まんまるい,N1
～味,～み,N1
見合い,みあい,N1
見合わせる,みあわせる,N1
見落とす,みおとす,N1
未開,みかい,N1
味覚,みかく,N1
幹,みき,N1
見苦しい,みぐるしい,N1
見込み,みこみ,N1
未婚,みこん,N1
未熟,みじゅく,N1
微塵,みじん,N1
水気,みずけ,N1
ミスプリント,ミスプリント,N1
みすぼらしい,みすぼらしい,N1
ミセス,ミセス,N1
見せびらかす,みせびらかす,N1
見せ物,みせもの,N1
溝,みぞ,N1
満たす,みたす,N1
乱す,みだす,N1
乱れる,みだれる,N1
未知,みち,N1
身近,みぢか,N1
導く,みちびく,N1
密集,みっしゅう,N1
密接,みっせつ,N1
密度,みつど,N1
見積もり,みつもり,N1
未定,みてい,N1
見通し,みとおし,N1
見なす,みなす,N1
源,みなもと,N1
見習う,みならう,N1
身なり,みなり,N1
峰,みね,N1
身の上,みのうえ,N1
見逃す,みのがす,N1
身の回り,みのまわり,N1
見計らう,みはからう,N1
見晴らし,みはらし,N1
身振り,みぶり,N1
脈,みゃく,N1
ミュージック,ミュージック,N1
未練,みれん,N1
見渡す,みわたす,N1
民宿,みんしゅく,N1
民族,みんぞく,N1
民俗,みんぞく,N1
無意味,むいみ,N1
ムード,ムード,N1
無口,むくち,N1
婿,むこ,N1
無効,むこう,N1
無言,むごん,N1
無邪気,むじゃき,N1
むしる,むしる,N1
結び,むすび,N1
結び付き,むすびつき,N1
結び付く,むすびつく,N1
結び付ける,むすびつける,N1
無線,むせん,N1
無駄遣い,むだづかい,N1
無断,むだん,N1
無知,むち,N1
無茶,むちゃ,N1
無茶苦茶,むちゃくちゃ,N1
空しい,むなしい,N1
無念,むねん,N1
無能,むのう,N1
無闇に,むやみに,N1
無用,むよう,N1
斑,むら,N1
群がる,むらがる,N1
無論,むろん,N1
名産,めいさん,N1
名称,めいしょう,N1
命中,めいちゅう,N1
明白,めいはく,N1
名簿,めいぼ,N1
名誉,めいよ,N1
明瞭,めいりょう,N1
明朗,めいろう,N1
メーカー,メーカー,N1
目方,めかた,N1
恵み,めぐみ,N1
恵む,めぐむ,N1
目覚しい,めざましい,N1
目覚める,めざめる,N1
召す,めす,N1
雌,めす,N1
目付き,めつき,N1
滅亡,めつぼう,N1
メディア,メディア,N1
目途,めど,N1
目盛,めもり,N1
メロディー,メロディー,N1
面会,めんかい,N1
免除,めんじょ,N1
面する,めんする,N1
面目,めんぼく,N1
面目,めんもく,N1
～網,～もう,N1
設ける,もうける,N1
申し入れる,もうしいれる,N1
申込,もうしこみ,N1
申出,もうしで,N1
申し出る,もうしでる,N1
申し分,もうしぶん,N1
盲点,もうてん,N1
猛烈,もうれつ,N1
モーテル,モーテル,N1
もがく,もがく,N1
目録,もくろく,N1
目論見,もくろみ,N1
模型,もけい,N1
模索,もさく,N1
もしかして,もしかして,N1
もしくは,もしくは,N1
もたらす,もたらす,N1
持ち切り,もちきり,N1
目下,もっか,N1
専ら,もっぱら,N1
もてなす,もてなす,N1
もてる,もてる,N1
モニター,モニター,N1
物好き,ものずき,N1
物足りない,ものたりない,N1
もはや,もはや,N1
模範,もはん,N1
模倣,もほう,N1
もめる,もめる,N1
股,もも,N1
腿,もも,N1
催す,もよおす,N1
漏らす,もらす,N1
盛り上がる,もりあがる,N1
漏る,もる,N1
漏れる,もれる,N1
脆い,もろい,N1
もろに,もろに,N1
矢,や,N1
野外,やがい,N1
～薬,～やく,N1
夜具,やぐ,N1
役職,やくしょく,N1
役場,やくば,N1
やけに,やけに,N1
屋敷,やしき,N1
養う,やしなう,N1
野心,やしん,N1
安っぽい,やすっぽい,N1
休める,やすめる,N1
野生,やせい,N1
奴,やつ,N1
闇,やみ,N1
病む,やむ,N1
ややこしい,ややこしい,N1
やりとおす,やりとおす,N1
やりとげる,やりとげる,N1
和らげる,やわらげる,N1
ヤング,ヤング,N1
～油,～ゆ,N1
優位,ゆうい,N1
憂鬱,ゆううつ,N1
有益,ゆうえき,N1
優越,ゆうえつ,N1
勇敢,ゆうかん,N1
夕暮れ,ゆうぐれ,N1
融資,ゆうし,N1
有する,ゆうする,N1
優勢,ゆうせい,N1
優先,ゆうせん,N1
誘導,ゆうどう,N1
融通,ゆうずう,N1
優美,ゆうび,N1
有望,ゆうぼう,N1
遊牧,ゆうぼく,N1
夕焼け,ゆうやけ,N1
有力,ゆうりょく,N1
幽霊,ゆうれい,N1
誘惑,ゆうわく,N1
故,ゆえ,N1
歪む,ゆがむ,N1
揺さぶる,ゆさぶる,N1
濯ぐ,ゆすぐ,N1
ゆとり,ゆとり,N1
ユニーク,ユニーク,N1
ユニフォーム,ユニフォーム,N1
指差す,ゆびさす,N1
弓,ゆみ,N1
揺らぐ,ゆらぐ,N1
緩む,ゆるむ,N1
緩める,ゆるめる,N1
緩やか,ゆるやか,N1
要因,よういん,N1
溶液,ようえき,N1
用件,ようけん,N1
養護,ようご,N1
用紙,ようし,N1
様式,ようしき,N1
要する,ようする,N1
要請,ようせい,N1
様相,ようそう,N1
用品,ようひん,N1
洋風,ようふう,N1
用法,ようほう,N1
要望,ようぼう,N1
余暇,よか,N1
予感,よかん,N1
余興,よきょう,N1
預金,よきん,N1
欲,よく,N1
抑圧,よくあつ,N1
浴室,よくしつ,N1
抑制,よくせい,N1
欲深い,よくふかい,N1
欲望,よくぼう,N1
避ける,よける,N1
予言,よげん,N1
横綱,よこづな,N1
汚れ,よごれ,N1
よし ,よし ,N1
良し,よし,N1
善し悪し,よしあし,N1
余所見,よそみ,N1
余地,よち,N1
よって ,よって ,N1
与党,よとう,N1
呼び止める,よびとめる,N1
夜更し,よふかし,N1
夜更け,よふけ,N1
余程,よほど,N1
読み上げる,よみあげる,N1
～寄り,～より,N1
寄り掛かる,よりかかる,N1
世論,よろん,N1
弱る,よわる,N1
来場,らいじょう,N1
ライス,ライス,N1
酪農,らくのう,N1
落下,らっか,N1
楽観,らっかん,N1
ランプ,ランプ,N1
濫用,らんよう,N1
リード,リード,N1
理屈,りくつ,N1
利子,りし,N1
利潤,りじゅん,N1
理性,りせい,N1
利息,りそく,N1
立体,りったい,N1
立方,りっぽう,N1
立法,りっぽう,N1
利点,りてん,N1
略奪,りゃくだつ,N1
略語,りゃくご,N1
流通,りゅうつう,N1
領域,りょういき,N1
了解,りょうかい,N1
領海,りょうかい,N1
両極,りょうきょく,N1
良好,りょうこう,N1
良識,りょうしき,N1
良質,りょうしつ,N1
了承,りょうしょう,N1
良心,りょうしん,N1
領地,りょうち,N1
領土,りょうど,N1
両立,りょうりつ,N1
旅客,りょかく,N1
旅券,りょけん,N1
履歴,りれき,N1
理論,りろん,N1
林業,りんぎょう,N1
類,るい,N1
類推,るいすい,N1
類似,るいじ,N1
ルーズ,ルーズ,N1
冷酷,れいこく,N1
冷蔵,れいぞう,N1
冷淡,れいたん,N1
レース,レース,N1
レギュラー,レギュラー,N1
レッスン,レッスン,N1
レディー,レディー,N1
レバー,レバー,N1
恋愛,れんあい,N1
バッテリー,バッテリー,N1
バット,バット,N1
発病,はつびょう,N1
初耳,はつみみ,N1
果て,はて,N1
果てる,はてる,N1
ばてる,ばてる,N1
パトカー,パトカー,N1
甚だ,はなはだ,N1
華々しい,はなばなしい,N1
花びら,はなびら,N1
華やか,はなやか,N1
阻む,はばむ,N1
浜,はま,N1
浜辺,はまべ,N1
はまる,はまる,N1
早める,はやめる,N1
腹立ち,はらだち,N1
原っぱ,はらっぱ,N1
はらはら,はらはら,N1
ばらまく,ばらまく,N1
張り紙,はりがみ,N1
遥か,はるか,N1
破裂,はれつ,N1
腫れる,はれる,N1
繁栄,はんえい,N1
版画,はんが,N1
ハンガー,ハンガー,N1
反感,はんかん,N1
反響,はんきょう,N1
パンク,パンク,N1
反撃,はんげき,N1
判決,はんけつ,N1
反射,はんしゃ,N1
繁盛,はんじょう,N1
繁殖,はんしょく,N1
反する,はんする,N1
判定,はんてい,N1
万人,ばんにん,N1
晩年,ばんねん,N1
反応,はんのう,N1
万能,ばんのう,N1
半端,はんぱ,N1
反発,はんぱつ,N1
反乱,はんらん,N1
氾濫,はんらん,N1
美,び,N1
ひいては,ひいては,N1
ビールス,ビールス,N1
控室,ひかえしつ,N1
控える,ひかえる,N1
悲観,ひかん,N1
引き上げる,ひきあげる,N1
率いる,ひきいる,N1
引き起こす,ひきおこす,N1
引下げる,ひきさげる,N1
引きずる,ひきずる,N1
引取る,ひきとる,N1
否決,ひけつ,N1
日頃,ひごろ,N1
久しい,ひさしい,N1
悲惨,ひさん,N1
ビジネス,ビジネス,N1
比重,ひじゅう,N1
美術,びじゅつ,N1
秘書,ひしょ,N1
微笑,びしょう,N1
歪む,ひずむ,N1
密か,ひそか,N1
浸す,ひたす,N1
ひたすら,ひたすら,N1
左利き,ひだりきき,N1
引っ掻く,ひっかく,N1
必修,ひっしゅう,N1
びっしょり,びっしょり,N1
必然,ひつぜん,N1
匹敵,ひってき,N1
一息,ひといき,N1
人影,ひとかげ,N1
人柄,ひとがら,N1
人気,ひとけ,N1
一頃,ひところ,N1
人質,ひとじち,N1
一筋,ひとすじ,N1
人目,ひとめ,N1
日取り,ひどり,N1
雛,ひな,N1
雛祭,ひなまつり,N1
日向,ひなた,N1
非難,ひなん,N1
避難,ひなん,N1
日の丸,ひのまる,N1
火花,ひばな,N1
ひび ,ひび ,N1
悲鳴,ひめい,N1
冷やかす,ひやかす,N1
日焼け,ひやけ,N1
標語,ひょうご,N1
描写,びょうしゃ,N1
ひょっと,ひょっと,N1
びら,びら,N1
平たい,ひらたい,N1
びり,びり,N1
比率,ひりつ,N1
〜  ごと,〜  ごと,N2
 さす, さす,N2
〜 式,～ しき,N2
～位,～い,N2
～いち ,～いち ,N2
～園,～えん,N2
～おしまい ,～おしまい ,N2
～日,～か,N2
～下,～か,N2
～化,～か,N2
～科,～か,N2
～歌,～か,N2
～画,～が,N2
～外,～がい,N2
～難い,～がたい,N2
～がち,～がち,N2
～刊,～かん,N2
～間,～かん,N2
～巻,～かん,N2
～館,～かん,N2
～感,～かん,N2
～期,～き,N2
～器,～き,N2
～機,～き,N2
～気味,～ぎみ,N2
～教,～きょう,N2
～行,～ぎょう,N2
～業,～ぎょう,N2
～きる,～きる,N2
～切れ,～きれ,N2
～口,～くち,N2
～家,～け,N2
～形,～けい,N2
～系,～けい,N2
～圏,～けん,N2
～校,～こう,N2
～港,～こう,N2
～号,～ごう,N2
～国,～こく,N2
～毎,～ごと,N2
～山,～さん,N2
～産,～さん,N2
～史,～し,N2
～紙,～し,N2
～寺,～じ,N2
～時間目,～じかんめ,N2
～室,～しつ,N2
～日,～じつ,N2
～車,～しゃ,N2
～者,～しゃ,N2
～社,～しゃ,N2
～手,～しゅ,N2
～酒,～しゅ,N2
～集,～しゅう,N2
～所,～しょ,N2
～所,～じょ,N2
～女,～じょ,N2
～省,～しょう,N2
～商,～しょう,N2
～勝,～しょう,N2
～条,～じょう,N2
～場,～じょう,N2
～畳,～じょう,N2
～色,～しょく,N2
～過ぎる,～すぎる,N2
～済,～ずみ,N2
～席,～せき,N2
～船,～せん,N2
～戦,～せん,N2
～前,～ぜん,N2
～沿い,～そい,N2
～艘,～そう,N2
～足,～そく,N2
～だらけ,～だらけ,N2
～団,～だん,N2
～着,～ちゃく,N2
～庁,～ちょう,N2
～兆,～ちょう,N2
～長,～ちょう,N2
～帳,～ちょう,N2
～丁目,～ちょうめ,N2
～通,～つう,N2
～遣い,～づかい,N2
～付,～つき,N2
～続く,～つづく,N2
～辛い,～づらい,N2
～滴,～てき,N2
～点,～てん,N2
～頭,～とう,N2
～等,～とう,N2
～島,～とう,N2
～道,～どう,N2
～通り,～とおり,N2
～ところ,～ところ,N2
～内,～ない,N2
～年生,～ねんせい,N2
～泊,～はく,N2
～発,～はつ,N2
～番目,～ばんめ,N2
～費,～ひ,N2
～病,～びょう,N2
～部,～ぶ,N2
～風,～ふう,N2
～振り,～ぶり,N2
～遍,～へん,N2
～弁,～べん,N2
～歩,～ほ,N2
～ぽい,～ぽい,N2
～ほう ,～ほう ,N2
～みたい,～みたい,N2
～向け,～むけ,N2
～名,～めい,N2
～もち,～もち,N2
～問,～もん,N2
～夜,～や,N2
～等,～ら,N2
～流,～りゅう,N2
～料,～りょう,N2
～領,～りょう,N2
～力,～りょく,N2
～論,～ろん,N2
～羽,～わ,N2
相変わらず,あいかわらず,N2
アイデア,アイデア,N2
あいまい,あいまい,N2
扇ぐ,あおぐ,N2
青白い,あおじろい,N2
呆れる,あきれる,N2
アクセント,アクセント,N2
あくび,あくび,N2
飽くまで,あくまで,N2
明くる～,あくる～,N2
明け方,あけがた,N2
憧れる,あこがれる,N2
朝寝坊,あさねぼう,N2
足跡,あしあと,N2
足元,あしもと,N2
味わう,あじわう,N2
預かる,あずかる,N2
温まる,あたたまる,N2
当たり前,あたりまえ,N2
あちらこちら,あちらこちら,N2
厚かましい,あつかましい,N2
圧縮,あっしゅく,N2
宛名,あてな,N2
当てはまる,あてはまる,N2
当てはめる,あてはめる,N2
暴れる,あばれる,N2
脂,あぶら,N2
あぶる,あぶる,N2
あふれる,あふれる,N2
雨戸,あまど,N2
甘やかす,あまやかす,N2
余る,あまる,N2
編み物,あみもの,N2
あみもの,あみもの,N2
編む,あむ,N2
危うい,あやうい,N2
怪しい,あやしい,N2
荒い,あらい,N2
粗い,あらい,N2
粗筋,あらすじ,N2
争う,あらそう,N2
改めて,あらためて,N2
改める,あらためる,N2
あらわす,あらわす,N2
有難い,ありがたい,N2
あれこれ,あれこれ,N2
荒れる,あれる,N2
慌ただしい,あわただしい,N2
慌てる,あわてる,N2
安易,あんい,N2
案外,あんがい,N2
アンテナ,アンテナ,N2
言い出す,いいだす,N2
言い付ける,いいつける,N2
意義,いぎ,N2
生き生き,いきいき,N2
いきなり,いきなり,N2
幾～,いく～,N2
育児,いくじ,N2
幾分,いくぶん,N2
生け花,いけばな,N2
以後,いご,N2
イコール,イコール,N2
以降,いこう,N2
勇ましい,いさましい,N2
衣食住,いしょくじゅう,N2
いちいち,いちいち,N2
一応,いちおう,N2
一段と,いちだんと,N2
一流,いちりゅう,N2
一昨日,いっさくじつ,N2
一昨年,いっさくねん,N2
一斉,いっせい,N2
一旦,いったん,N2
一定,いってい,N2
行っていらっしゃい,いっていらっしゃい,N2
いってきます,いってきます,N2
いってまいります,いってまいります,N2
行ってらっしゃい,いってらっしゃい,N2
移転,いてん,N2
井戸,いど,N2
緯度,いど,N2
威張る,いばる,N2
嫌がる,いやがる,N2
いよいよ,いよいよ,N2
煎る,いる,N2
炒る,いる,N2
入れ物,いれもの,N2
インキ,インキ,N2
引力,いんりょく,N2
ウーマン,ウーマン,N2
ウール,ウール,N2
ウエートレス,ウエートレス,N2
植木,うえき,N2
飢える,うえる,N2
浮ぶ,うかぶ,N2
浮かべる,うかべる,N2
浮く,うく,N2
承る,うけたまわる,N2
受取,うけとり,N2
受け持つ,うけもつ,N2
薄暗い,うすぐらい,N2
薄める,うすめる,N2
打合せ,うちあわせ,N2
打ち消す,うちけす,N2
写る,うつる,N2
うどん,うどん,N2
うなずく,うなずく,N2
有無,うむ,N2
埋める,うめる,N2
敬う,うやまう,N2
裏返す,うらがえす,N2
裏口,うらぐち,N2
占う,うらなう,N2
恨み,うらみ,N2
恨む,うらむ,N2
羨む,うらやむ,N2
売上,うりあげ,N2
売り上げ,うりあげ,N2
売り切れ,うりきれ,N2
売り切れる,うりきれる,N2
売行き,うれゆき,N2
売れ行き,うれゆき,N2
うろうろ,うろうろ,N2
上～,うわ～,N2
運河,うんが,N2
うんと,うんと,N2
英文,えいぶん,N2
英和,えいわ,N2
ええと,ええと,N2
液体,えきたい,N2
エチケット,エチケット,N2
絵の具,えのぐ,N2
エプロン,エプロン,N2
偉い,えらい,N2
宴会,えんかい,N2
園芸,えんげい,N2
演劇,えんげき,N2
円周,えんしゅう,N2
遠足,えんそく,N2
延長,えんちょう,N2
煙突,えんとつ,N2
オーケストラ,オーケストラ,N2
オートメーション,オートメーション,N2
追いかける,おいかける,N2
追い越す,おいこす,N2
オイル,オイル,N2
応援,おうえん,N2
王女,おうじょ,N2
応ずる,おうずる,N2
応接,おうせつ,N2
応対,おうたい,N2
往復,おうふく,N2
欧米,おうべい,N2
応用,おうよう,N2
おおざっぱ,おおざっぱ,N2
大通り,おおどおり,N2
大凡,おおよそ,N2
お帰り,おかえり,N2
おかけください,おかけください,N2
おかげさまで,おかげさまで,N2
おかず,おかず,N2
おかまいなく,おかまいなく,N2
拝む,おがむ,N2
お代わり,おかわり,N2
補う,おぎなう,N2
お気の毒に,おきのどくに,N2
屋外,おくがい,N2
送り仮名,おくりがな,N2
お元気で,おげんきで,N2
怠る,おこたる,N2
押さえる,おさえる,N2
お先に,おさきに,N2
伯父,おじ,N2
叔父,おじ,N2
惜しい,おしい,N2
伯父さん,おじさん,N2
小父さん,おじさん,N2
叔父さん,おじさん,N2
お邪魔します,おじゃまします,N2
お世話になりました,おせわになりました,N2
お大事に,おだいじに,N2
落着く,おちつく,N2
お出掛け,おでかけ,N2
お手伝いさん,おてつだいさん,N2
脅かす,おどかす,N2
落し物,おとしもの,N2
驚かす,おどろかす,N2
お願いします,おねがいします,N2
各々,おのおの,N2
伯母,おば,N2
叔母,おば,N2
小母さん,おばさん,N2
おはよう,おはよう,N2
お参り,おまいり,N2
お待たせしました,おまたせしました,N2
お待ちください,おまちください,N2
